age,sleep_hours,sleep_quality,stress_level,mood_rating,physical_activity,exercise_frequency,screen_time,study_hours,social_interaction,anxiety_level,satisfaction,risk
25,6.0,4,6,4,Low,5,3.6,4.0,10,4,7,Low Risk
28,8.5,1,5,6,Moderate,4,5.5,8.7,2,3,8,Low Risk
60,5.9,2,9,4,Moderate,5,2.7,7.0,2,1,3,Low Risk
62,7.7,9,2,2,Low,2,5.1,5.9,8,10,9,Low Risk
19,6.0,9,7,9,High,2,7.2,8.5,8,2,8,Low Risk
47,7.1,3,7,5,Low,5,4.6,6.7,7,3,2,Low Risk
28,6.6,7,8,3,Low,5,5.0,4.7,4,2,2,Low Risk
26,8.0,6,3,8,High,1,3.2,10.7,1,8,9,Low Risk
31,6.1,2,8,8,Moderate,1,4.2,7.0,4,4,9,Low Risk
26,4.6,5,7,2,Moderate,4,9.0,6.8,5,8,10,Low Risk
40,4.9,7,9,1,Low,6,5.6,6.2,5,7,2,Low Risk
64,6.1,10,2,1,Low,1,3.5,9.4,10,1,9,Low Risk
45,5.1,9,7,8,Moderate,1,4.9,6.0,9,4,9,Low Risk
51,7.4,1,9,7,Low,6,2.3,3.9,8,1,8,Low Risk
40,6.1,3,3,8,Low,5,3.5,5.6,1,1,5,Low Risk
17,10.0,5,8,7,Moderate,7,8.2,9.7,2,5,6,Low Risk
21,4.4,2,1,5,Low,6,5.2,8.7,5,3,5,Low Risk
29,7.1,6,8,6,Low,7,9.3,6.5,7,1,1,Low Risk
28,5.2,1,7,8,Low,1,5.3,9.7,7,5,6,Low Risk
57,6.1,2,2,4,Moderate,2,5.4,8.5,3,5,3,Low Risk
57,7.0,1,1,10,Moderate,1,6.8,6.5,2,10,3,Low Risk
57,3.5,3,8,9,High,0,1.0,6.7,4,7,1,Low Risk
47,7.1,8,3,9,Low,6,5.9,7.7,8,4,5,Low Risk
43,9.5,2,5,10,Low,5,5.4,5.3,10,5,1,Low Risk
48,6.2,10,1,4,Moderate,0,8.5,7.0,10,1,9,Low Risk
36,7.2,3,10,2,Moderate,1,7.4,7.6,6,4,9,Low Risk
49,8.2,1,6,5,Moderate,1,3.2,3.6,1,6,9,Low Risk
55,6.6,4,10,8,High,3,8.0,6.6,10,1,4,Low Risk
53,6.0,8,2,8,Moderate,3,5.0,6.4,2,10,2,Low Risk
46,3.6,2,3,4,Moderate,2,3.7,9.1,3,6,6,Low Risk
19,7.7,1,7,3,High,7,5.9,3.3,10,8,7,Low Risk
51,6.6,9,7,5,Low,1,5.1,6.2,6,3,1,Low Risk
34,5.4,6,8,9,High,4,8.6,6.0,2,9,9,Low Risk
52,7.0,4,10,1,Moderate,3,6.2,8.9,6,4,5,Low Risk
42,6.0,8,9,4,Moderate,3,5.9,6.9,1,10,9,Low Risk
59,6.1,9,2,3,High,6,7.3,10.6,4,6,1,Low Risk
33,7.6,4,4,9,Moderate,7,7.7,8.3,10,7,5,Low Risk
61,4.9,6,10,5,Moderate,0,7.1,6.2,3,3,5,Low Risk
57,8.3,1,6,1,Low,3,8.3,7.5,9,10,1,Low Risk
32,4.8,4,9,3,Moderate,0,6.7,6.3,6,2,8,Low Risk
40,5.9,6,6,1,Moderate,3,5.8,8.7,7,1,10,Low Risk
42,9.5,2,1,5,Low,4,8.0,4.3,8,5,6,Low Risk
53,8.4,10,5,10,Moderate,3,5.3,5.4,6,9,4,Low Risk
50,6.9,10,9,6,Moderate,2,5.6,7.9,1,10,7,Low Risk
57,5.5,3,7,9,Moderate,2,8.9,9.5,10,9,4,Low Risk
34,6.1,4,2,8,Low,2,8.7,2.6,5,6,4,Low Risk
41,6.9,2,3,9,Moderate,2,5.5,9.7,7,10,8,Low Risk
37,6.9,6,9,4,Low,2,4.6,6.7,6,5,6,Low Risk
60,6.7,2,10,10,Low,5,8.4,3.2,7,5,3,Low Risk
31,6.8,4,8,3,Moderate,0,7.1,1.0,4,2,5,Low Risk
45,6.5,6,1,5,Low,0,6.1,3.9,9,8,9,Low Risk
22,4.8,7,7,7,Low,4,4.9,7.0,3,4,6,Low Risk
57,6.1,6,9,3,Moderate,5,6.2,6.9,7,2,1,Low Risk
35,8.1,3,7,3,Low,2,5.5,8.3,6,4,9,Low Risk
33,4.9,8,6,2,High,1,4.2,5.9,6,7,8,Low Risk
44,6.5,7,5,1,High,4,5.8,4.8,1,3,3,Low Risk
40,5.7,8,3,6,Moderate,3,6.0,6.2,4,4,10,Low Risk
57,7.0,5,3,10,High,5,4.7,7.1,1,4,10,Low Risk
42,6.3,9,8,3,High,1,7.3,7.5,6,6,10,Low Risk
41,8.9,4,1,5,Low,0,8.1,5.4,7,8,4,Low Risk
22,7.5,9,1,10,Moderate,4,7.4,8.8,6,7,10,Low Risk
18,5.0,3,4,8,Low,3,4.9,5.8,8,2,9,Low Risk
36,7.7,3,8,1,Moderate,5,7.0,5.3,4,4,9,Low Risk
64,5.7,6,7,6,Moderate,4,5.7,5.9,4,7,6,Low Risk
61,6.0,6,6,2,Low,2,3.0,9.1,5,3,3,Low Risk
47,7.2,8,6,3,Low,1,6.8,6.7,3,1,3,Low Risk
47,6.1,3,2,3,High,1,5.8,5.6,9,4,10,Low Risk
35,8.0,9,4,7,Low,6,10.7,8.9,9,7,6,Low Risk
25,5.7,4,1,2,Low,1,8.4,11.3,5,7,10,Low Risk
17,5.9,6,8,3,Low,4,6.9,7.4,8,2,6,Low Risk
33,5.9,10,8,3,Moderate,6,6.0,9.5,1,7,6,Low Risk
32,6.0,6,3,4,High,7,5.8,9.1,2,2,1,Low Risk
26,8.3,7,3,7,Moderate,2,3.5,5.8,3,8,5,Low Risk
29,7.7,10,4,4,Moderate,0,2.0,7.1,4,6,6,Low Risk
18,9.2,10,9,4,Low,6,3.8,4.4,3,2,2,Low Risk
46,10.0,5,5,6,Low,5,5.4,6.6,6,4,2,Low Risk
61,5.4,5,8,7,Moderate,2,1.3,5.7,8,9,6,Low Risk
50,6.9,2,5,1,High,4,4.4,6.2,5,5,3,Low Risk
38,5.2,6,7,9,Moderate,1,5.0,5.5,5,7,8,Low Risk
37,5.7,10,6,10,Moderate,5,5.1,6.4,1,8,5,Low Risk
31,5.9,5,3,7,Moderate,5,4.2,8.1,3,1,5,Low Risk
23,5.3,4,9,6,Moderate,2,4.8,6.8,9,10,2,Low Risk
45,5.3,2,8,7,Moderate,3,8.9,3.3,9,4,5,Low Risk
44,6.6,4,8,5,Moderate,2,6.8,5.5,2,8,6,Low Risk
17,5.1,3,10,4,Moderate,0,4.4,4.0,1,5,6,Low Risk
36,8.0,10,3,4,Moderate,1,5.4,7.5,9,6,3,Low Risk
30,5.5,6,1,2,High,7,5.4,8.0,2,4,1,Low Risk
25,10.0,2,6,9,Moderate,3,4.0,7.5,6,9,10,Low Risk
50,6.2,1,4,4,Low,1,4.0,5.4,9,2,10,Low Risk
42,6.9,9,5,3,Low,0,7.5,7.5,8,9,10,Low Risk
47,5.0,10,3,10,Moderate,2,4.7,6.1,6,3,3,Low Risk
51,9.2,8,4,6,Moderate,7,3.3,4.7,4,9,7,Low Risk
64,8.4,2,4,7,Moderate,3,5.4,8.5,8,1,2,Low Risk
55,7.2,1,4,3,Moderate,7,5.7,8.6,7,1,10,Low Risk
46,4.9,2,8,3,Low,3,1.6,8.9,9,1,1,Low Risk
